loan_amnt,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,title,dti,earliest_cr_line,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,application_type,mort_acc,pub_rec_bankruptcies,Address
15000, 60 months,7.44,300.14,B,B3,Vice President,7 years,MORTGAGE,45211.05,Source Verified,Aug-2018,Fully Paid,major_purchase,Major purchase,21.42,Nov-1992,12,1,23100.4,59.8,23,f,Individual,1.0,0.0,"3483 Main St
ME 52576"
33500, 60 months,15.64,808.26,D,D3,Teacher,3 years,MORTGAGE,56569.48,Source Verified,Mar-2020,Fully Paid,major_purchase,Major purchase,9.48,Jul-1999,16,0,9381.73,78.2,25,w,Individual,0.0,0.0,"5649 Main St
AL 72277"
8500, 36 months,8.36,267.77,B,B2,Fire Fighter,10+ years,RENT,71921.29,Verified,Sep-2016,Charged Off,credit_card,Credit card refinancing,23.41,Feb-1987,9,0,42961.13,67.1,21,f,Individual,3.0,0.0,"3208 Main St
TX 66528"
20000, 36 months,4.24,592.62,A,A4,Fire Fighter,8 years,MORTGAGE,37070.01,Source Verified,Mar-2019,Charged Off,debt_consolidation,Debt consolidation,7.21,Jun-2006,14,0,13133.22,37.7,25,f,Individual,1.0,0.0,"3319 Main St
FL 52520"
39000, 36 months,10.7,1271.28,C,C4,Fire Fighter,< 1 year,OTHER,26526.84,Verified,Nov-2019,Charged Off,debt_consolidation,Debt consolidation,10.27,Oct-2005,13,0,51111.46,18.7,30,w,Individual,0.0,0.0,"4830 Main St
CO 73623"
19000, 36 months,14.95,658.18,C,C2,Director,3 years,MORTGAGE,86770.45,Not Verified,Mar-2017,Fully Paid,home_improvement,Home improvement,22.66,Apr-1998,12,0,21847.22,44.2,26,w,Individual,0.0,1.0,"6409 Main St
CT 77821"
11000, 36 months,7.41,341.71,C,C3,Bus Driver,10+ years,MORTGAGE,33277.71,Source Verified,Sep-2018,Fully Paid,credit_card,Credit card refinancing,22.35,Feb-1999,8,0,12280.83,15.5,12,w,Individual,1.0,0.0,"9729 Main St
TX 86798"
22500, 60 months,12.28,503.69,D,D4,Engineer,10+ years,RENT,107322.64,Source Verified,Dec-2018,Fully Paid,debt_consolidation,Debt consolidation,7.25,Nov-2013,9,0,2616.53,36.8,23,w,Individual,1.0,0.0,"689 Main St
NC 45484"
10000, 36 months,6.35,305.81,A,A4,Attorney,7 years,RENT,47978.24,Source Verified,Nov-2017,Charged Off,home_improvement,Home improvement,22.74,May-1985,11,0,1222.33,22.9,25,w,Individual,0.0,0.0,"2400 Main St
SD 27643"
36000, 36 months,7.82,1125.12,B,B1,Software Engineer,8 years,OWN,54258.27,Not Verified,Jun-2017,Charged Off,moving,Moving and relocation,28.92,Jul-2011,13,0,5109.93,49.0,20,w,Individual,10.0,0.0,"7397 Main St
AZ 80746"
4500, 36 months,10.48,146.22,B,B5,Physician,10+ years,MORTGAGE,20673.88,Not Verified,Feb-2016,Fully Paid,debt_consolidation,Debt consolidation,11.47,May-1989,16,0,6441.46,41.3,33,w,Individual,1.0,0.0,"7388 Main St
DE 54695"
39000, 60 months,17.25,974.5,D,D2,Project Manager,10+ years,MORTGAGE,77021.9,Verified,Nov-2020,Charged Off,vacation,Vacation,22.44,Oct-1999,11,0,5984.32,72.0,19,w,Individual,0.0,0.0,"4698 Main St
MO 62939"
33500, 60 months,16.0,814.65,E,E5,Truck Driver,10+ years,RENT,80634.15,Verified,Sep-2020,Fully Paid,credit_card,Credit card refinancing,17.03,Nov-2003,13,2,18383.44,46.3,22,w,Individual,0.0,0.0,"8627 Main St
AZ 33925"
21000, 36 months,8.16,659.61,B,B3,IT Manager,6 years,MORTGAGE,82037.33,Verified,Nov-2019,Charged Off,small_business,Business,18.21,Apr-2008,10,0,39577.26,45.0,23,f,Individual,,1.0,"8450 Main St
DC 71716"
38000, 36 months,6.07,1157.24,A,A1,Administrative Assistant,10+ years,MORTGAGE,96516.54,Not Verified,Feb-2015,Charged Off,renewable_energy,Green loan,18.26,Oct-1994,7,5,53515.02,16.0,19,w,Individual,4.0,0.0,"5244 Main St
IN 62466"
35500, 60 months,8.59,729.88,B,B4,Financial Analyst,7 years,MORTGAGE,20803.88,Verified,Feb-2017,Fully Paid,medical,Medical expenses,14.95,Nov-2012,9,0,1469.61,47.6,23,w,Individual,3.0,0.0,"7407 Main St
KS 70248"
31000, 36 months,4.06,916.07,A,A1,Pharmacist,9 years,MORTGAGE,28146.85,Verified,Apr-2015,Fully Paid,debt_consolidation,Debt consolidation,34.67,Oct-1986,15,0,12375.26,50.2,31,f,Individual,2.0,0.0,"3335 Main St
AR 76830"
13500, 36 months,7.32,418.82,B,B2,Accountant,1 year,OWN,27069.63,Verified,Nov-2019,Fully Paid,credit_card,Credit card refinancing,27.14,Aug-1993,10,0,11529.44,44.7,24,f,Individual,0.0,0.0,"3297 Main St
CT 57712"
36000, 60 months,10.32,770.57,C,C3,Mechanic,8 years,RENT,47045.26,Verified,Dec-2016,Fully Paid,home_improvement,Home improvement,32.96,Jun-1996,8,0,2171.99,42.3,11,w,Joint App,1.0,0.0,"6393 Main St
KS 52001"
35500, 60 months,20.02,940.93,F,F1,Warehouse Worker,10+ years,RENT,35314.96,Not Verified,Aug-2017,Fully Paid,home_improvement,Home improvement,17.11,Sep-1986,10,2,1179.01,11.2,20,w,Individual,11.0,2.0,"157 Main St
IL 29352"
15000, 36 months,4.34,445.13,B,B1,IT Manager,5 years,OWN,73467.43,Verified,Aug-2018,Fully Paid,debt_consolidation,Debt consolidation,15.69,Mar-2014,8,0,1417.06,19.7,12,f,Individual,0.0,0.0,"70 Main St
CT 26405"
33500, 36 months,8.98,1064.98,B,B1,Software Engineer,7 years,RENT,59130.89,Source Verified,May-2017,Fully Paid,moving,Moving and relocation,19.52,May-1990,13,0,1105.85,51.7,20,f,Individual,5.0,0.0,"6791 Main St
TX 39850"
10000, 36 months,3.26,291.96,A,A4,Driver,5 years,OWN,77837.85,Not Verified,Sep-2018,Fully Paid,major_purchase,Major purchase,25.55,Feb-1992,10,0,3407.35,30.6,16,f,Individual,3.0,0.0,"2052 Main St
HI 74490"
34500, 36 months,6.15,1051.9,A,A3,Cook,,RENT,81037.59,Verified,Jun-2015,Fully Paid,debt_consolidation,Debt consolidation,18.18,Jan-2003,10,0,15522.44,13.3,22,f,Individual,0.0,2.0,"3072 Main St
PA 54989"
29500, 36 months,6.51,904.28,B,B4,Office Manager,6 years,MORTGAGE,17971.29,Verified,Jul-2017,Fully Paid,renewable_energy,Green loan,17.0,Nov-2008,15,0,5155.34,45.5,25,f,Individual,6.0,0.0,"8026 Main St
IN 53876"
35500, 36 months,11.4,1168.96,D,D1,President,1 year,OWN,100163.69,Source Verified,Aug-2020,Fully Paid,educational,Educational,17.1,Apr-2010,12,0,1874.74,32.7,23,w,Individual,0.0,0.0,"1456 Main St
NM 58557"
29000, 36 months,4.18,858.52,A,A4,Manager,< 1 year,MORTGAGE,47226.53,Not Verified,Aug-2020,Fully Paid,debt_consolidation,Debt consolidation,21.81,Apr-1990,12,0,1306.99,39.9,23,f,Individual,1.0,0.0,"2065 Main St
VA 78317"
19000, 36 months,31.0,817.02,G,G4,Attorney,10+ years,MORTGAGE,104312.85,Not Verified,Dec-2020,Charged Off,small_business,Business,17.1,Nov-1985,14,0,5084.39,17.6,22,w,Individual,0.0,0.0,"6814 Main St
AL 19042"
31000, 36 months,11.71,1025.36,C,C2,Clerk,7 years,RENT,24183.28,Source Verified,Feb-2020,Fully Paid,debt_consolidation,Debt consolidation,13.67,May-1993,7,0,7166.74,26.9,27,w,Individual,0.0,0.0,"6460 Main St
AK 15461"
15500, 36 months,13.94,529.3,C,C5,Cook,< 1 year,RENT,84664.65,Not Verified,Jun-2020,Fully Paid,debt_consolidation,Debt consolidation,13.39,Jun-2013,6,0,2259.73,31.4,21,w,Individual,4.0,0.0,"2105 Main St
VT 21446"
36000, 36 months,8.42,1135.1,B,B5,Nurse,5 years,OWN,62846.56,Source Verified,May-2019,Charged Off,small_business,Business,13.64,Jul-2009,9,0,4220.99,14.4,18,f,Individual,1.0,0.0,"2333 Main St
LA 46655"
37000, 36 months,11.08,1212.73,D,D2,Administrative Assistant,10+ years,OWN,150469.18,Source Verified,Oct-2016,Fully Paid,credit_card,Credit card refinancing,9.57,Jun-1986,7,0,5814.89,29.6,21,f,Joint App,2.0,0.0,"7847 Main St
PA 19100"
13000, 36 months,16.35,459.29,C,C2,Operations Manager,10+ years,RENT,65956.37,Source Verified,Mar-2016,Fully Paid,debt_consolidation,Debt consolidation,11.69,Sep-2001,15,2,30080.16,21.5,27,f,Joint App,,0.0,"9949 Main St
NE 76854"
33000, 36 months,7.38,1024.69,B,B4,Clerk,< 1 year,MORTGAGE,104285.81,Source Verified,Nov-2015,Fully Paid,small_business,Business,33.81,Mar-1999,12,0,5997.44,22.1,25,w,Individual,5.0,0.0,"6712 Main St
IN 49606"
3500, 60 months,4.72,65.6,B,B4,Manager,1 year,MORTGAGE,22003.26,Not Verified,Feb-2018,Fully Paid,debt_consolidation,Debt consolidation,20.48,May-2014,7,0,2571.96,25.9,16,f,Individual,2.0,0.0,"7632 Main St
KS 79282"
9500, 36 months,18.46,345.64,E,E3,Owner,< 1 year,MORTGAGE,60348.68,Not Verified,Jun-2018,Charged Off,debt_consolidation,Debt consolidation,21.0,Oct-2009,18,0,200000.0,27.9,29,w,Individual,1.0,0.0,"9399 Main St
ID 74120"
5500, 60 months,7.48,110.16,B,B5,Attorney,10+ years,RENT,37390.39,Source Verified,Feb-2020,Fully Paid,credit_card,Credit card refinancing,14.28,Feb-2010,8,0,1899.43,48.5,15,f,Individual,0.0,0.0,"4415 Main St
RI 80226"
6000, 36 months,9.87,193.24,B,B4,Technician,1 year,RENT,48425.78,Not Verified,Jan-2018,Fully Paid,credit_card,Credit card refinancing,7.28,Sep-2009,14,0,18569.17,49.0,28,f,Individual,0.0,0.0,"8972 Main St
AR 93147"
33000, 36 months,6.3,1008.42,B,B3,Consultant,1 year,MORTGAGE,56717.73,Source Verified,Oct-2015,Fully Paid,major_purchase,Major purchase,20.68,Jun-2013,9,0,2815.16,48.6,18,f,Individual,1.0,0.0,"6778 Main St
WV 70229"
39000, 36 months,10.24,1262.82,A,A5,Sales,3 years,MORTGAGE,37542.32,Not Verified,Oct-2019,Charged Off,credit_card,Credit card refinancing,19.48,Jul-1985,8,2,2223.29,69.1,19,w,Individual,0.0,0.0,"579 Main St
OR 14504"
33000, 36 months,5.66,998.85,B,B3,Director,10+ years,MORTGAGE,86660.56,Not Verified,Oct-2016,Fully Paid,home_improvement,Home improvement,20.33,Jan-1999,16,0,684.55,58.1,28,w,Individual,1.0,0.0,"5192 Main St
SD 73150"
26500, 60 months,9.53,556.94,B,B3,,10+ years,MORTGAGE,102709.04,Not Verified,Jan-2019,Fully Paid,debt_consolidation,Debt consolidation,18.02,Jan-1990,16,3,17467.74,16.7,25,f,Individual,,0.0,"5816 Main St
NM 54285"
34000, 60 months,9.09,707.27,D,D2,Sales,8 years,RENT,33439.04,Verified,Apr-2018,Fully Paid,debt_consolidation,Debt consolidation,9.61,Jan-1990,6,0,2376.36,84.4,14,f,Individual,3.0,0.0,"1774 Main St
FL 92826"
39500, 60 months,7.69,795.07,B,B1,Accountant,10+ years,RENT,68960.92,Not Verified,Mar-2020,Fully Paid,debt_consolidation,Debt consolidation,32.66,Sep-2009,12,0,24979.19,7.2,25,f,Individual,3.0,0.0,"7348 Main St
NY 55492"
16000, 36 months,17.29,572.76,D,D1,Customer Service,10+ years,RENT,19510.35,Not Verified,Jan-2016,Fully Paid,debt_consolidation,Debt consolidation,28.93,Jan-1994,13,1,6798.38,51.6,32,w,Individual,1.0,0.0,"6424 Main St
KS 90213"
9000, 36 months,12.08,299.27,D,D1,Electrician,10+ years,OWN,106200.56,Not Verified,Sep-2017,Fully Paid,home_improvement,Home improvement,30.59,Apr-2012,12,0,8524.46,39.2,19,w,Individual,8.0,0.0,"4119 Main St
WY 39693"
28000, 36 months,11.75,926.66,B,B3,Owner,1 year,OWN,62646.0,Not Verified,Sep-2015,Fully Paid,debt_consolidation,Debt consolidation,7.86,Oct-1986,15,0,33054.17,24.7,29,w,Individual,,0.0,"7288 Main St
HI 53085"
18500, 36 months,13.3,626.01,C,C4,President,8 years,MORTGAGE,56455.62,Not Verified,Dec-2018,Fully Paid,debt_consolidation,Debt consolidation,20.08,Mar-2010,8,0,42471.97,18.0,20,f,Joint App,11.0,0.0,"5211 Main St
AZ 73176"
13500, 36 months,14.89,467.26,D,D1,Clerk,10+ years,RENT,160071.24,Verified,Jun-2016,Fully Paid,debt_consolidation,Debt consolidation,25.21,May-2007,10,0,15508.13,43.1,25,w,Individual,0.0,0.0,"2801 Main St
ND 14956"
27000, 60 months,13.27,618.07,C,C4,Software Engineer,8 years,OWN,72176.49,Verified,Apr-2016,Charged Off,credit_card,Credit card refinancing,20.86,May-2013,9,0,23335.93,10.7,20,f,Individual,1.0,2.0,"9912 Main St
WA 74294"
9000, 60 months,10.22,192.2,C,C5,General Manager,< 1 year,RENT,312766.42,Verified,Jul-2019,Charged Off,other,Other,16.42,Jan-1993,15,0,9862.06,60.6,32,f,Individual,0.0,0.0,"1375 Main St
NM 33394"
13000, 36 months,20.38,485.65,D,D1,Software Engineer,,MORTGAGE,31101.5,Source Verified,Dec-2018,Charged Off,credit_card,Credit card refinancing,20.79,May-2012,12,1,1632.65,47.5,25,w,Individual,0.0,0.0,"4498 Main St
NH 69128"
1500, 36 months,7.03,46.34,A,A3,Electrician,10+ years,MORTGAGE,33129.86,Verified,Jul-2015,Fully Paid,home_improvement,Home improvement,22.21,May-1999,6,0,32780.04,28.1,17,w,Individual,0.0,0.0,"711 Main St
WY 60952"
3000, 36 months,17.31,107.42,D,D2,Clerk,10+ years,RENT,98380.94,Not Verified,Aug-2017,Fully Paid,moving,Moving and relocation,21.14,Jan-2009,8,0,9960.56,70.2,15,w,Individual,1.0,0.0,"2956 Main St
WI 89693"
2500, 36 months,9.53,80.12,B,B3,Pharmacist,10+ years,MORTGAGE,51258.24,Not Verified,Apr-2019,Fully Paid,credit_card,Credit card refinancing,10.77,Feb-1988,13,0,13966.83,38.2,23,w,Individual,4.0,0.0,"5355 Main St
UT 43636"
18500, 36 months,7.57,576.06,C,C4,Owner,9 years,RENT,118431.53,Not Verified,Dec-2015,Fully Paid,major_purchase,Major purchase,30.22,Jun-2013,10,0,7607.04,55.6,22,f,Individual,6.0,1.0,"8293 Main St
MA 32563"
3500, 60 months,11.67,77.27,B,B5,Business Analyst,1 year,MORTGAGE,32837.63,Source Verified,Jul-2020,Fully Paid,debt_consolidation,Debt consolidation,29.64,Nov-2004,18,0,14840.66,12.5,30,f,Individual,1.0,0.0,"2083 Main St
AZ 89143"
11000, 36 months,19.7,407.12,E,E3,Consultant,,RENT,123015.16,Verified,May-2020,Fully Paid,home_improvement,Home improvement,21.4,Jun-2006,9,0,6070.82,34.7,17,w,Individual,1.0,0.0,"9180 Main St
ID 71761"
39000, 36 months,15.08,1353.48,C,C2,Attorney,6 years,MORTGAGE,57584.32,Not Verified,Aug-2019,Fully Paid,other,Other,21.87,Dec-1994,13,0,26753.48,19.6,20,f,Individual,4.0,0.0,"57 Main St
WA 70538"
13500, 36 months,14.25,463.04,C,C2,Financial Analyst,6 years,MORTGAGE,60918.75,Not Verified,Apr-2016,Fully Paid,major_purchase,Major purchase,10.13,Jan-1993,11,0,23101.12,44.4,20,w,Individual,5.0,0.0,"1216 Main St
OK 97672"
28000, 36 months,19.53,1033.89,D,D5,President,10+ years,RENT,28336.33,Verified,Jul-2016,Fully Paid,debt_consolidation,Debt consolidation,15.66,Apr-1988,9,0,3881.98,15.1,17,f,Individual,2.0,0.0,"4662 Main St
IN 45929"
20000, 60 months,16.86,495.55,E,E1,Chef,,OWN,120577.58,Verified,Nov-2017,Fully Paid,debt_consolidation,Debt consolidation,9.73,May-2009,11,0,6280.08,56.6,17,w,Individual,1.0,0.0,"171 Main St
AZ 51320"
17000, 36 months,12.78,571.0,D,D3,Warehouse Worker,3 years,OWN,78924.74,Not Verified,May-2020,Fully Paid,debt_consolidation,Debt consolidation,50.06,Aug-2003,9,0,13713.76,31.9,22,f,Individual,9.0,0.0,"8775 Main St
NH 66199"
7500, 60 months,9.5,157.51,A,A3,Engineer,1 year,MORTGAGE,85267.44,Not Verified,Sep-2015,Fully Paid,debt_consolidation,Debt consolidation,19.42,Sep-2011,13,0,873.09,66.6,20,w,Individual,0.0,0.0,"6987 Main St
AR 24087"
28500, 36 months,15.44,994.11,E,E2,Director,5 years,MORTGAGE,26095.39,Not Verified,Oct-2015,Fully Paid,credit_card,Credit card refinancing,22.9,Sep-2013,12,1,3624.52,64.6,24,w,Joint App,4.0,0.0,"9075 Main St
VA 92756"
11000, 36 months,8.71,348.31,C,C4,Administrative Assistant,3 years,OWN,52639.34,Source Verified,Mar-2018,Fully Paid,major_purchase,Major purchase,15.93,Jul-1986,12,1,7272.59,18.4,28,w,Individual,1.0,0.0,"9969 Main St
MO 46463"
23500, 36 months,12.13,782.0,C,C3,Attorney,3 years,MORTGAGE,58182.32,Source Verified,May-2019,Fully Paid,debt_consolidation,Debt consolidation,5.18,Feb-1996,12,1,3896.07,84.6,20,f,Individual,4.0,0.0,"6921 Main St
CO 41648"
8500, 36 months,20.13,316.45,E,E2,Customer Service,3 years,RENT,27229.89,Not Verified,Jul-2015,Charged Off,debt_consolidation,Debt consolidation,11.16,Oct-2001,10,0,10796.7,21.5,16,f,Individual,0.0,0.0,"5058 Main St
TX 35848"
8500, 60 months,6.65,166.91,B,B4,Attorney,3 years,RENT,91405.5,Source Verified,Feb-2019,Fully Paid,other,Other,10.09,Aug-2001,9,1,2120.14,36.8,19,f,Joint App,3.0,0.0,"3243 Main St
MS 26571"
15000, 60 months,9.54,315.32,B,B1,Driver,4 years,MORTGAGE,104721.51,Source Verified,Mar-2020,Fully Paid,other,Other,17.91,Jul-2013,7,0,7143.61,21.1,21,f,Individual,4.0,1.0,"9408 Main St
MS 63368"
4500, 60 months,14.71,106.37,C,C1,Physician,7 years,MORTGAGE,25093.04,Source Verified,Aug-2020,Fully Paid,debt_consolidation,Debt consolidation,13.21,Oct-1989,17,0,961.05,10.0,22,f,Individual,,0.0,"4468 Main St
DE 87471"
2000, 36 months,15.94,70.25,D,D2,Financial Analyst,5 years,OWN,58751.06,Verified,Aug-2019,Charged Off,home_improvement,Home improvement,26.73,Jan-2006,11,1,4393.03,42.9,21,w,Individual,3.0,0.0,"7799 Main St
MO 19704"
10000, 60 months,7.33,199.57,B,B2,Office Manager,1 year,OWN,101185.06,Not Verified,Aug-2018,Fully Paid,vacation,Vacation,12.67,Jun-2004,11,1,7017.8,64.0,22,w,Individual,6.0,0.0,"7197 Main St
MT 97155"
33500, 60 months,11.93,744.0,C,C1,Administrative Assistant,5 years,MORTGAGE,168993.09,Not Verified,Nov-2018,Fully Paid,home_improvement,Home improvement,17.97,Jul-1995,13,0,2307.61,4.6,20,w,Individual,5.0,0.0,"7682 Main St
NC 82360"
40000, 36 months,6.76,1230.7,B,B2,Chef,10+ years,RENT,98096.02,Source Verified,Apr-2017,Fully Paid,debt_consolidation,Debt consolidation,12.25,Jan-2012,7,0,12030.38,34.2,18,w,Individual,3.0,0.0,"3269 Main St
KY 19512"
37500, 60 months,6.91,740.95,C,C5,Paramedic,1 year,MORTGAGE,32773.41,Source Verified,Apr-2019,Fully Paid,credit_card,Credit card refinancing,26.25,Dec-1986,12,0,11821.23,58.8,26,w,Individual,2.0,0.0,"2933 Main St
AL 97443"
11500, 36 months,17.05,410.29,D,D3,Software Engineer,10+ years,MORTGAGE,34496.81,Source Verified,Jun-2019,Fully Paid,debt_consolidation,Debt consolidation,21.77,Oct-1989,11,3,18012.42,60.1,24,f,Individual,1.0,0.0,"235 Main St
NE 23902"
23500, 36 months,9.91,757.29,B,B5,Fire Fighter,4 years,RENT,70678.81,Source Verified,Apr-2017,Fully Paid,credit_card,Credit card refinancing,11.34,Jul-2003,10,0,682.31,46.8,20,f,Joint App,2.0,0.0,"4455 Main St
ND 55722"
7000, 36 months,15.46,244.24,D,D4,General Manager,< 1 year,MORTGAGE,91737.42,Verified,Nov-2018,Fully Paid,small_business,Business,16.29,Nov-2009,7,0,20904.4,37.4,17,f,Individual,2.0,0.0,"6891 Main St
MS 56475"
17000, 60 months,8.07,345.27,D,D2,Registered Nurse,3 years,RENT,59788.35,Source Verified,May-2018,Fully Paid,debt_consolidation,Debt consolidation,12.22,Feb-2003,14,0,23305.58,30.3,25,w,Individual,3.0,0.0,"3494 Main St
NY 99393"
3000, 36 months,6.57,92.04,B,B2,Financial Analyst,1 year,MORTGAGE,45380.14,Verified,Feb-2020,Fully Paid,debt_consolidation,Debt consolidation,29.03,Apr-2006,11,0,19564.37,34.1,18,f,Joint App,0.0,0.0,"6532 Main St
ID 76176"
39000, 36 months,10.26,1263.19,B,B4,IT Manager,8 years,MORTGAGE,96957.38,Source Verified,Nov-2019,Fully Paid,home_improvement,Home improvement,12.49,Dec-1996,12,0,4381.52,12.7,22,w,Individual,6.0,0.0,"4173 Main St
WV 10067"
14000, 36 months,3.0,407.14,A,A3,,4 years,RENT,113101.93,Source Verified,May-2016,Fully Paid,credit_card,Credit card refinancing,22.74,Jul-2008,14,0,4746.56,60.2,25,w,Individual,0.0,0.0,"4108 Main St
AR 60443"
39500, 36 months,18.44,1436.75,D,D1,Supervisor,10+ years,MORTGAGE,49670.64,Source Verified,Sep-2015,Fully Paid,major_purchase,Major purchase,18.45,Sep-1993,7,0,4791.91,39.5,22,w,Individual,3.0,0.0,"7487 Main St
LA 96954"
12500, 36 months,6.89,385.34,B,B5,Warehouse Worker,10+ years,RENT,59903.0,Source Verified,Jul-2015,Fully Paid,debt_consolidation,Debt consolidation,12.97,Nov-1992,13,0,11030.43,28.3,32,w,Individual,1.0,0.0,"4469 Main St
CT 34532"
34000, 36 months,7.95,1064.65,B,B3,Teacher,6 years,RENT,89152.58,Not Verified,Jul-2015,Fully Paid,car,Car financing,31.15,Sep-2000,10,0,3211.72,17.8,20,w,Individual,5.0,0.0,"7955 Main St
SD 39098"
32000, 36 months,6.29,977.71,B,B1,Warehouse Worker,8 years,RENT,47569.33,Verified,Jun-2019,Fully Paid,house,Home buying,15.12,Dec-2007,8,0,2211.06,23.6,22,f,Individual,4.0,0.0,"5491 Main St
WV 96874"
24500, 60 months,8.59,503.72,C,C1,Security Officer,8 years,RENT,103104.55,Not Verified,Aug-2020,Charged Off,debt_consolidation,Debt consolidation,9.68,May-2014,9,3,3885.45,34.5,27,f,Individual,5.0,0.0,"627 Main St
NY 73894"
32000, 60 months,21.02,866.07,D,D2,Fire Fighter,3 years,OWN,45721.98,Not Verified,Jun-2019,Charged Off,debt_consolidation,Debt consolidation,16.83,Jan-2000,5,0,24756.22,25.4,20,w,Individual,1.0,0.0,"3437 Main St
IL 23379"
39500, 60 months,18.86,1021.61,D,D4,Mechanic,2 years,MORTGAGE,108851.03,Not Verified,Sep-2015,Charged Off,wedding,Wedding,12.81,Jun-2004,8,0,1348.0,53.4,22,w,Individual,3.0,0.0,"5183 Main St
MS 82855"
6500, 36 months,9.61,208.55,B,B2,Customer Service,5 years,RENT,39763.58,Verified,Mar-2017,Fully Paid,debt_consolidation,Debt consolidation,35.4,Dec-1998,9,0,22323.2,53.2,23,f,Individual,6.0,0.0,"1090 Main St
VA 17426"
14500, 36 months,14.73,500.73,C,C4,,1 year,OWN,244227.99,Not Verified,Feb-2020,Fully Paid,credit_card,Credit card refinancing,22.8,Nov-2008,9,1,2237.41,37.4,16,w,Individual,10.0,0.0,"2585 Main St
TX 10908"
22500, 36 months,17.76,810.72,D,D2,Consultant,4 years,MORTGAGE,57951.03,Not Verified,Sep-2020,Fully Paid,debt_consolidation,Debt consolidation,26.71,May-1987,12,0,82986.42,32.1,26,f,Individual,5.0,0.0,"3237 Main St
MA 18123"
22000, 36 months,10.36,713.6,B,B5,Director,7 years,RENT,88126.29,Not Verified,Jun-2018,Fully Paid,debt_consolidation,Debt consolidation,9.33,Oct-1990,15,0,44324.85,28.6,29,w,Individual,1.0,0.0,"3999 Main St
HI 57533"
9000, 60 months,3.67,164.41,A,A2,Marketing Manager,7 years,MORTGAGE,130214.99,Source Verified,Jan-2015,Fully Paid,debt_consolidation,Debt consolidation,31.44,Jan-1989,18,0,67454.88,15.6,29,f,Individual,0.0,0.0,"8256 Main St
RI 36153"
20500, 36 months,24.13,805.67,E,E5,Warehouse Worker,1 year,MORTGAGE,57291.09,Not Verified,May-2015,Fully Paid,debt_consolidation,Debt consolidation,14.92,Sep-1987,12,0,2573.31,37.0,31,w,Individual,2.0,0.0,"5004 Main St
UT 80391"
25000, 60 months,15.87,606.23,C,C3,Consultant,,MORTGAGE,73747.12,Verified,Mar-2018,Fully Paid,wedding,Wedding,11.57,Jun-1986,14,2,11588.62,4.7,24,w,Individual,6.0,1.0,"5668 Main St
PA 76436"
29000, 36 months,13.14,979.08,C,C3,Engineer,1 year,MORTGAGE,64623.31,Source Verified,Jan-2020,Fully Paid,major_purchase,Major purchase,21.12,Jun-2001,20,0,3191.88,34.0,38,w,Joint App,3.0,0.0,"9307 Main St
NC 61084"
32500, 60 months,4.42,604.72,A,A2,Analyst,< 1 year,RENT,218443.87,Source Verified,Nov-2020,Fully Paid,debt_consolidation,Debt consolidation,14.33,Dec-2014,13,0,2942.18,15.4,24,w,Individual,1.0,0.0,"8461 Main St
MA 34252"
38000, 36 months,11.72,1257.07,D,D3,Business Analyst,5 years,OWN,167492.02,Not Verified,Dec-2016,Charged Off,debt_consolidation,Debt consolidation,13.4,Apr-1986,9,0,15464.64,30.7,19,w,Individual,4.0,0.0,"767 Main St
TN 57474"
29000, 36 months,12.69,972.8,C,C1,,5 years,RENT,40265.88,Not Verified,Mar-2017,Fully Paid,debt_consolidation,Debt consolidation,26.83,Aug-2006,9,0,5126.77,30.3,19,f,Individual,0.0,3.0,"3476 Main St
HI 56719"
37500, 36 months,25.05,1491.99,E,E5,Business Analyst,3 years,MORTGAGE,32903.89,Not Verified,Jan-2019,Charged Off,credit_card,Credit card refinancing,8.95,Jun-2015,8,0,10490.63,22.6,23,w,Joint App,5.0,0.0,"6446 Main St
CO 26250"
37500, 36 months,20.52,1403.59,F,F4,,3 years,OWN,84664.66,Verified,Oct-2019,Charged Off,car,Car financing,12.89,Feb-2002,7,0,6866.95,27.7,15,w,Individual,1.0,0.0,"6685 Main St
ME 80764"
35500, 36 months,27.05,1450.25,F,F5,Driver,5 years,RENT,66093.88,Not Verified,Feb-2018,Charged Off,renewable_energy,Green loan,19.41,Jan-2010,12,3,1491.34,75.3,26,w,Individual,5.0,0.0,"6707 Main St
WI 44624"
38500, 36 months,18.59,1403.29,E,E2,Owner,1 year,MORTGAGE,160871.77,Source Verified,Aug-2018,Charged Off,car,Car financing,20.54,Jan-2008,14,0,21120.35,53.3,21,w,Individual,2.0,0.0,"9558 Main St
TN 59274"
22000, 36 months,4.23,651.78,A,A3,Technician,3 years,OTHER,78351.29,Not Verified,May-2016,Fully Paid,debt_consolidation,Debt consolidation,9.03,Jul-1986,12,0,50723.15,56.5,26,f,Individual,8.0,0.0,"8728 Main St
NC 12525"
12000, 60 months,16.47,294.82,E,E3,Teacher,,OWN,61719.46,Not Verified,May-2017,Fully Paid,debt_consolidation,Debt consolidation,21.64,May-2013,13,1,70550.34,28.9,28,f,Individual,2.0,0.0,"9721 Main St
MT 55005"
